,Cell type,X location,Y location,Z location
12682,Pyr in SP layer,104,296,290
12683,Pyr in SP layer,56,392,298
12684,Pyr in SP layer,72,64,290
12685,Pyr in SP layer,232,264,306
12686,Pyr in SP layer,224,136,298
12687,Pyr in SP layer,64,392,290
12688,Pyr in SP layer,272,8,290
12689,Pyr in SP layer,72,952,298
12690,Pyr in SP layer,208,472,306
12691,Pyr in SP layer,232,672,322
12692,Pyr in SP layer,288,8,298
12693,Pyr in SP layer,224,520,322
12694,Pyr in SP layer,360,216,306
12695,Pyr in SP layer,328,512,290
12696,Pyr in SP layer,256,728,306
12697,Pyr in SP layer,296,248,290
12698,Pyr in SP layer,272,760,306
12699,Pyr in SP layer,216,776,306
12700,Pyr in SP layer,376,800,306
12701,Pyr in SP layer,280,712,306
12702,Pyr in SP layer,136,152,298
12703,Pyr in SP layer,16,184,322
12704,Pyr in SP layer,112,128,314
12705,Pyr in SP layer,88,8,322
12706,Pyr in SP layer,248,392,290
12707,Pyr in SP layer,112,488,290
12708,Pyr in SP layer,248,8,314
12709,Pyr in SP layer,160,744,306
12710,Pyr in SP layer,240,432,322
12711,Pyr in SP layer,168,832,314
12712,Pyr in SP layer,272,480,322
12713,Pyr in SP layer,224,112,314
12714,Pyr in SP layer,8,16,314
12715,Pyr in SP layer,128,64,314
12716,Pyr in SP layer,352,912,306
12717,Pyr in SP layer,184,8,298
12718,Pyr in SP layer,56,872,306
12719,Pyr in SP layer,296,216,298
12720,Pyr in SP layer,360,376,306
12721,Pyr in SP layer,216,608,298
12722,Pyr in SP layer,64,928,314
12723,Pyr in SP layer,224,368,298
12724,Pyr in SP layer,248,928,290
12725,Pyr in SP layer,272,168,306
12726,Pyr in SP layer,184,72,290
12727,Pyr in SP layer,128,248,298
12728,Pyr in SP layer,304,224,322
12729,Pyr in SP layer,240,0,306
12730,Pyr in SP layer,0,624,322
12731,Pyr in SP layer,104,568,298
12732,Pyr in SP layer,40,200,322
12733,Pyr in SP layer,88,424,314
12734,Pyr in SP layer,336,848,298
12735,Pyr in SP layer,304,336,322
12736,Pyr in SP layer,56,528,322
12737,Pyr in SP layer,280,440,298
12738,Pyr in SP layer,24,304,306
12739,Pyr in SP layer,128,552,290
12740,Pyr in SP layer,392,864,306
12741,Pyr in SP layer,176,448,322
12742,Pyr in SP layer,168,752,314
12743,Pyr in SP layer,280,592,298
12744,Pyr in SP layer,296,400,306
12745,Pyr in SP layer,72,560,314
12746,Pyr in SP layer,352,784,290
12747,Pyr in SP layer,392,848,322
12748,Pyr in SP layer,400,384,306
12749,Pyr in SP layer,312,936,290
12750,Pyr in SP layer,16,608,314
12751,Pyr in SP layer,208,520,306
12752,Pyr in SP layer,216,72,290
12753,Pyr in SP layer,208,160,306
12754,Pyr in SP layer,96,80,314
12755,Pyr in SP layer,376,8,306
12756,Pyr in SP layer,160,16,290
12757,Pyr in SP layer,56,392,322
12758,Pyr in SP layer,392,272,298
12759,Pyr in SP layer,368,408,322
12760,Pyr in SP layer,264,96,306
12761,Pyr in SP layer,136,408,306
12762,Pyr in SP layer,184,920,322
12763,Pyr in SP layer,56,1000,314
12764,Pyr in SP layer,400,864,314
12765,Pyr in SP layer,296,384,290
12766,Pyr in SP layer,96,72,306
12767,Pyr in SP layer,8,240,322
12768,Pyr in SP layer,312,288,290
12769,Pyr in SP layer,64,576,306
12770,Pyr in SP layer,120,288,306
12771,Pyr in SP layer,288,760,290
12772,Pyr in SP layer,96,208,290
12773,Pyr in SP layer,328,400,290
12774,Pyr in SP layer,336,664,322
12775,Pyr in SP layer,256,80,306
12776,Pyr in SP layer,24,104,322
12777,Pyr in SP layer,304,576,298
12778,Pyr in SP layer,272,744,314
12779,Pyr in SP layer,208,848,290
12780,Pyr in SP layer,64,984,290
12781,Pyr in SP layer,104,840,322
12782,Pyr in SP layer,64,136,298
12783,Pyr in SP layer,112,296,314
12784,Pyr in SP layer,200,336,314
12785,Pyr in SP layer,320,560,314
12786,Pyr in SP layer,32,936,306
12787,Pyr in SP layer,96,8,322
12788,Pyr in SP layer,224,616,314
12789,Pyr in SP layer,88,360,322
12790,Pyr in SP layer,368,400,306
12791,Pyr in SP layer,208,424,298
12792,Pyr in SP layer,136,592,314
12793,Pyr in SP layer,360,424,322
12794,Pyr in SP layer,48,912,298
12795,Pyr in SP layer,120,168,322
12796,Pyr in SP layer,392,400,322
12797,Pyr in SP layer,160,800,290
12798,Pyr in SP layer,376,960,322
12799,Pyr in SP layer,224,624,298
12800,Pyr in SP layer,160,688,290
12801,Pyr in SP layer,312,640,314
12802,Pyr in SP layer,328,864,306
12803,Pyr in SP layer,48,352,290
12804,Pyr in SP layer,128,0,290
12805,Pyr in SP layer,120,152,306
12806,Pyr in SP layer,32,872,298
12807,Pyr in SP layer,176,688,306
12808,Pyr in SP layer,0,152,290
12809,Pyr in SP layer,40,400,298
12810,Pyr in SP layer,288,808,322
12811,Pyr in SP layer,24,96,290
12812,Pyr in SP layer,96,96,298
12813,Pyr in SP layer,16,712,314
12814,Pyr in SP layer,400,592,306
12815,Pyr in SP layer,152,608,290
12816,Pyr in SP layer,80,80,314
12817,Pyr in SP layer,304,216,290
12818,Pyr in SP layer,360,776,298
12819,Pyr in SP layer,192,352,290
12820,Pyr in SP layer,304,24,314
12821,Pyr in SP layer,312,448,314
12822,Pyr in SP layer,328,0,290
12823,Pyr in SP layer,168,272,290
12824,Pyr in SP layer,64,904,290
12825,Pyr in SP layer,32,232,306
12826,Pyr in SP layer,16,144,322
12827,Pyr in SP layer,248,600,298
12828,Pyr in SP layer,112,928,314
12829,Pyr in SP layer,128,272,322
12830,Pyr in SP layer,384,336,314
12831,Pyr in SP layer,288,896,314
12832,Pyr in SP layer,200,848,322
12833,Pyr in SP layer,360,592,322
12834,Pyr in SP layer,336,104,290
12835,Pyr in SP layer,376,32,322
12836,Pyr in SP layer,296,392,306
12837,Pyr in SP layer,400,848,322
12838,Pyr in SP layer,16,488,322
12839,Pyr in SP layer,32,664,322
12840,Pyr in SP layer,160,816,314
12841,Pyr in SP layer,400,368,314
12842,Pyr in SP layer,240,248,314
12843,Pyr in SP layer,24,440,322
12844,Pyr in SP layer,72,664,290
12845,Pyr in SP layer,384,184,306
12846,Pyr in SP layer,128,608,314
12847,Pyr in SP layer,40,104,322
12848,Pyr in SP layer,376,248,298
12849,Pyr in SP layer,360,576,306
12850,Pyr in SP layer,24,312,298
12851,Pyr in SP layer,296,616,322
12852,Pyr in SP layer,216,632,314
12853,Pyr in SP layer,208,344,290
12854,Pyr in SP layer,144,208,298
12855,Pyr in SP layer,176,504,298
12856,Pyr in SP layer,56,640,322
12857,Pyr in SP layer,144,96,298
12858,Pyr in SP layer,80,704,322
12859,Pyr in SP layer,312,496,306
12860,Pyr in SP layer,392,536,298
12861,Pyr in SP layer,312,504,290
12862,Pyr in SP layer,312,1000,298
12863,Pyr in SP layer,288,456,290
12864,Pyr in SP layer,192,696,322
12865,Pyr in SP layer,0,488,322
12866,Pyr in SP layer,256,224,290
12867,Pyr in SP layer,208,168,322
12868,Pyr in SP layer,368,152,290
12869,Pyr in SP layer,200,248,306
12870,Pyr in SP layer,248,296,314
12871,Pyr in SP layer,392,480,314
12872,Pyr in SP layer,160,480,290
12873,Pyr in SP layer,376,376,290
12874,Pyr in SP layer,8,888,306
12875,Pyr in SP layer,320,304,314
12876,Pyr in SP layer,304,152,322
12877,Pyr in SP layer,88,616,322
12878,Pyr in SP layer,288,912,306
12879,Pyr in SP layer,104,928,298
12880,Pyr in SP layer,104,944,290
12881,Pyr in SP layer,256,264,306
12882,Pyr in SP layer,256,816,298
12883,Pyr in SP layer,136,800,298
12884,Pyr in SP layer,256,416,298
12885,Pyr in SP layer,344,200,306
12886,Pyr in SP layer,336,536,290
12887,Pyr in SP layer,384,576,314
12888,Pyr in SP layer,48,224,306
12889,Pyr in SP layer,48,624,298
12890,Pyr in SP layer,392,304,314
12891,Pyr in SP layer,264,368,290
12892,Pyr in SP layer,264,488,314
12893,Pyr in SP layer,184,40,306
12894,Pyr in SP layer,208,288,290
12895,Pyr in SP layer,32,128,290
12896,Pyr in SP layer,96,736,306
12897,Pyr in SP layer,168,728,290
12898,Pyr in SP layer,200,864,322
12899,Pyr in SP layer,176,232,290
12900,Pyr in SP layer,320,48,298
12901,Pyr in SP layer,168,8,290
12902,Pyr in SP layer,280,840,322
12903,Pyr in SP layer,24,776,322
12904,Pyr in SP layer,344,896,290
12905,Pyr in SP layer,312,928,298
12906,Pyr in SP layer,400,192,314
12907,Pyr in SP layer,120,144,322
12908,Pyr in SP layer,240,880,306
12909,Pyr in SP layer,376,496,314
12910,Pyr in SP layer,200,592,314
12911,Pyr in SP layer,40,112,306
12912,Pyr in SP layer,16,336,322
12913,Pyr in SP layer,320,512,290
12914,Pyr in SP layer,120,944,290
12915,Pyr in SP layer,304,160,298
12916,Pyr in SP layer,128,168,306
12917,Pyr in SP layer,288,552,322
12918,Pyr in SP layer,336,200,306
12919,Pyr in SP layer,336,664,298
12920,Pyr in SP layer,48,544,290
12921,Pyr in SP layer,88,528,322
12922,Pyr in SP layer,240,56,314
12923,Pyr in SP layer,320,296,290
12924,Pyr in SP layer,136,504,298
12925,Pyr in SP layer,160,544,306
12926,Pyr in SP layer,176,120,314
12927,Pyr in SP layer,112,936,290
12928,Pyr in SP layer,248,496,306
12929,Pyr in SP layer,8,808,290
12930,Pyr in SP layer,224,208,314
12931,Pyr in SP layer,72,456,306
12932,Pyr in SP layer,160,360,290
12933,Pyr in SP layer,208,176,306
12934,Pyr in SP layer,272,504,298
12935,Pyr in SP layer,280,648,314
12936,Pyr in SP layer,376,864,306
12937,Pyr in SP layer,56,920,314
12938,Pyr in SP layer,56,840,314
12939,Pyr in SP layer,216,624,322
12940,Pyr in SP layer,392,296,314
12941,Pyr in SP layer,176,944,314
12942,Pyr in SP layer,152,432,314
12943,Pyr in SP layer,232,880,298
12944,Pyr in SP layer,96,672,322
12945,Pyr in SP layer,200,160,306
12946,Pyr in SP layer,168,96,290
12947,Pyr in SP layer,352,944,306
12948,Pyr in SP layer,184,536,298
12949,Pyr in SP layer,344,496,314
12950,Pyr in SP layer,144,304,306
12951,Pyr in SP layer,360,656,290
12952,Pyr in SP layer,160,560,298
12953,Pyr in SP layer,256,992,314
12954,Pyr in SP layer,192,728,290
12955,Pyr in SP layer,248,976,322
12956,Pyr in SP layer,32,488,306
12957,Pyr in SP layer,296,344,306
12958,Pyr in SP layer,32,504,306
12959,Pyr in SP layer,256,944,290
12960,Pyr in SP layer,392,848,306
12961,Pyr in SP layer,152,824,306
12962,Pyr in SP layer,120,976,314
12963,Pyr in SP layer,24,384,314
12964,Pyr in SP layer,176,568,314
12965,Pyr in SP layer,176,936,298
12966,Pyr in SP layer,24,608,306
12967,Pyr in SP layer,104,288,314
12968,Pyr in SP layer,144,56,322
12969,Pyr in SP layer,24,1000,314
12970,Pyr in SP layer,288,736,298
12971,Pyr in SP layer,240,744,306
12972,Pyr in SP layer,272,816,322
12973,Pyr in SP layer,120,280,298
12974,Pyr in SP layer,184,712,298
12975,Pyr in SP layer,0,360,306
12976,Pyr in SP layer,16,576,314
12977,Pyr in SP layer,376,432,298
12978,Pyr in SP layer,136,8,298
12979,Pyr in SP layer,136,376,322
12980,Pyr in SP layer,368,56,298
12981,Pyr in SP layer,232,880,314
12982,Pyr in SP layer,48,496,322
12983,Pyr in SP layer,120,160,290
12984,Pyr in SP layer,216,752,314
12985,Pyr in SP layer,232,768,298
12986,Pyr in SP layer,248,808,290
12987,Pyr in SP layer,120,824,290
12988,Pyr in SP layer,320,560,306
12989,Pyr in SP layer,400,160,314
12990,Pyr in SP layer,304,152,314
12991,Pyr in SP layer,376,1000,306
12992,Pyr in SP layer,136,480,322
12993,Pyr in SP layer,168,912,290
12994,Pyr in SP layer,136,912,306
12995,Pyr in SP layer,240,808,306
12996,Pyr in SP layer,208,120,298
12997,Pyr in SP layer,352,696,298
12998,Pyr in SP layer,232,144,306
12999,Pyr in SP layer,160,320,322
13000,Pyr in SP layer,208,800,298
13001,Pyr in SP layer,80,584,322
13002,Pyr in SP layer,40,224,298
13003,Pyr in SP layer,0,104,306
13004,Pyr in SP layer,120,984,298
13005,Pyr in SP layer,360,392,290
13006,Pyr in SP layer,360,400,298
13007,Pyr in SP layer,224,280,290
13008,Pyr in SP layer,240,864,306
13009,Pyr in SP layer,296,408,322
13010,Pyr in SP layer,384,560,298
13011,Pyr in SP layer,144,544,314
13012,Pyr in SP layer,280,128,298
13013,Pyr in SP layer,200,72,298
13014,Pyr in SP layer,368,488,290
13015,Pyr in SP layer,376,664,298
13016,Pyr in SP layer,0,488,306
13017,Pyr in SP layer,0,912,290
13018,Pyr in SP layer,240,656,306
13019,Pyr in SP layer,72,336,306
13020,Pyr in SP layer,96,200,314
13021,Pyr in SP layer,392,272,314
13022,Pyr in SP layer,360,136,314
13023,Pyr in SP layer,296,640,306
13024,Pyr in SP layer,240,480,306
13025,Pyr in SP layer,328,816,306
13026,Pyr in SP layer,280,560,298
13027,Pyr in SP layer,368,992,314
13028,Pyr in SP layer,304,88,314
13029,Pyr in SP layer,168,696,322
13030,Pyr in SP layer,40,376,298
13031,Pyr in SP layer,296,264,306
13032,Pyr in SP layer,176,0,322
13033,Pyr in SP layer,368,240,322
13034,Pyr in SP layer,168,872,322
13035,Pyr in SP layer,376,808,314
13036,Pyr in SP layer,344,128,314
13037,Pyr in SP layer,320,504,290
13038,Pyr in SP layer,376,576,322
13039,Pyr in SP layer,72,648,290
13040,Pyr in SP layer,40,888,298
13041,Pyr in SP layer,200,304,290
13042,Pyr in SP layer,160,792,314
13043,Pyr in SP layer,152,504,298
13044,Pyr in SP layer,304,888,322
13045,Pyr in SP layer,328,624,322
13046,Pyr in SP layer,40,488,306
13047,Pyr in SP layer,120,704,306
13048,Pyr in SP layer,128,776,314
13049,Pyr in SP layer,392,776,314
13050,Pyr in SP layer,384,264,322
13051,Pyr in SP layer,344,816,290
13052,Pyr in SP layer,400,256,314
13053,Pyr in SP layer,312,352,290
13054,Pyr in SP layer,32,832,314
13055,Pyr in SP layer,136,976,298
13056,Pyr in SP layer,256,440,314
13057,Pyr in SP layer,48,744,306
13058,Pyr in SP layer,216,272,322
13059,Pyr in SP layer,88,160,314
13060,Pyr in SP layer,96,408,298
13061,Pyr in SP layer,104,712,290
13062,Pyr in SP layer,176,224,314
13063,Pyr in SP layer,48,32,290
13064,Pyr in SP layer,64,632,314
13065,Pyr in SP layer,192,24,306
13066,Pyr in SP layer,200,672,314
13067,Pyr in SP layer,280,416,322
13068,Pyr in SP layer,344,80,314
13069,Pyr in SP layer,152,888,290
13070,Pyr in SP layer,136,552,322
13071,Pyr in SP layer,400,528,290
13072,Pyr in SP layer,264,864,322
13073,Pyr in SP layer,80,712,306
13074,Pyr in SP layer,280,176,314
13075,Pyr in SP layer,192,80,322
13076,Pyr in SP layer,320,544,314
13077,Pyr in SP layer,88,528,314
13078,Pyr in SP layer,240,472,298
13079,Pyr in SP layer,216,624,306
13080,Pyr in SP layer,272,976,298
13081,Pyr in SP layer,72,648,314
13082,Pyr in SP layer,240,608,306
13083,Pyr in SP layer,376,528,306
13084,Pyr in SP layer,184,128,306
13085,Pyr in SP layer,312,920,314
13086,Pyr in SP layer,240,280,290
13087,Pyr in SP layer,80,136,314
13088,Pyr in SP layer,112,272,306
13089,Pyr in SP layer,328,320,322
13090,Pyr in SP layer,72,136,290
13091,Pyr in SP layer,400,792,298
13092,Pyr in SP layer,56,848,290
13093,Pyr in SP layer,112,672,298
13094,Pyr in SP layer,328,208,298
13095,Pyr in SP layer,360,336,306
13096,Pyr in SP layer,280,208,306
13097,Pyr in SP layer,224,208,298
13098,Pyr in SP layer,280,152,306
13099,Pyr in SP layer,72,608,290
13100,Pyr in SP layer,8,312,290
13101,Pyr in SP layer,232,760,298
13102,Pyr in SP layer,288,552,306
13103,Pyr in SP layer,40,8,306
13104,Pyr in SP layer,8,880,290
13105,Pyr in SP layer,160,576,314
13106,Pyr in SP layer,56,72,298
13107,Pyr in SP layer,104,144,290
13108,Pyr in SP layer,0,496,298
13109,Pyr in SP layer,48,840,290
13110,Pyr in SP layer,16,968,314
13111,Pyr in SP layer,200,944,314
13112,Pyr in SP layer,24,848,322
13113,Pyr in SP layer,80,528,290
13114,Pyr in SP layer,400,440,290
13115,Pyr in SP layer,8,776,306
13116,Pyr in SP layer,208,408,290
13117,Pyr in SP layer,64,88,306
13118,Pyr in SP layer,256,600,322
13119,Pyr in SP layer,8,272,314
13120,Pyr in SP layer,16,488,314
13121,Pyr in SP layer,264,768,290
13122,Pyr in SP layer,224,808,306
13123,Pyr in SP layer,0,600,306
13124,Pyr in SP layer,32,48,290
13125,Pyr in SP layer,336,136,306
13126,Pyr in SP layer,352,568,314
13127,Pyr in SP layer,64,352,322
13128,Pyr in SP layer,104,744,298
13129,Pyr in SP layer,384,488,290
13130,Pyr in SP layer,128,160,298
13131,Pyr in SP layer,112,592,298
13132,Pyr in SP layer,216,752,298
13133,Pyr in SP layer,16,832,322
13134,Pyr in SP layer,320,864,306
13135,Pyr in SP layer,232,672,298
13136,Pyr in SP layer,368,760,298
13137,Pyr in SP layer,128,352,314
13138,Pyr in SP layer,232,136,322
13139,Pyr in SP layer,160,600,290
13140,Pyr in SP layer,184,928,306
13141,Pyr in SP layer,256,896,290
13142,Pyr in SP layer,56,32,322
13143,Pyr in SP layer,360,976,306
13144,Pyr in SP layer,160,640,298
13145,Pyr in SP layer,40,96,306
13146,Pyr in SP layer,328,976,290
13147,Pyr in SP layer,160,616,322
13148,Pyr in SP layer,400,328,290
13149,Pyr in SP layer,392,432,298
13150,Pyr in SP layer,88,448,290
13151,Pyr in SP layer,208,288,306
13152,Pyr in SP layer,64,744,290
13153,Pyr in SP layer,320,592,322
13154,Pyr in SP layer,40,952,298
13155,Pyr in SP layer,296,264,314
13156,Pyr in SP layer,176,240,290
13157,Pyr in SP layer,344,792,298
13158,Pyr in SP layer,328,112,306
13159,Pyr in SP layer,360,328,314
13160,Pyr in SP layer,384,264,290
13161,Pyr in SP layer,80,544,322
13162,Pyr in SP layer,320,656,290
13163,Pyr in SP layer,304,544,290
13164,Pyr in SP layer,312,584,298
13165,Pyr in SP layer,72,344,298
13166,Pyr in SP layer,144,752,298
13167,Pyr in SP layer,344,984,306
13168,Pyr in SP layer,80,480,306
13169,Pyr in SP layer,208,944,322
13170,Pyr in SP layer,112,88,306
13171,Pyr in SP layer,32,976,322
13172,Pyr in SP layer,184,984,298
13173,Pyr in SP layer,336,184,322
13174,Pyr in SP layer,24,288,306
13175,Pyr in SP layer,184,472,290
13176,Pyr in SP layer,104,440,314
13177,Pyr in SP layer,128,968,298
13178,Pyr in SP layer,208,648,322
13179,Pyr in SP layer,208,216,314
13180,Pyr in SP layer,72,968,314
13181,Pyr in SP layer,104,160,298
13182,Pyr in SP layer,40,712,322
13183,Pyr in SP layer,16,16,314
13184,Pyr in SP layer,112,72,322
13185,Pyr in SP layer,176,208,306
13186,Pyr in SP layer,104,152,322
13187,Pyr in SP layer,152,24,322
13188,Pyr in SP layer,272,392,322
13189,Pyr in SP layer,136,960,306
13190,Pyr in SP layer,184,352,306
13191,Pyr in SP layer,0,400,290
13192,Pyr in SP layer,400,24,290
13193,Pyr in SP layer,16,456,314
13194,Pyr in SP layer,120,816,298
13195,Pyr in SP layer,48,536,306
13196,Pyr in SP layer,72,904,298
13197,Pyr in SP layer,232,368,306
13198,Pyr in SP layer,40,632,314
13199,Pyr in SP layer,24,416,314
13200,Pyr in SP layer,400,896,314
13201,Pyr in SP layer,344,224,306
13202,Pyr in SP layer,392,672,298
13203,Pyr in SP layer,80,816,298
13204,Pyr in SP layer,384,104,322
13205,Pyr in SP layer,144,464,298
13206,Pyr in SP layer,272,984,322
13207,Pyr in SP layer,328,24,298
13208,Pyr in SP layer,240,136,290
13209,Pyr in SP layer,216,208,314
13210,Pyr in SP layer,272,536,298
13211,Pyr in SP layer,56,904,290
13212,Pyr in SP layer,280,416,298
13213,Pyr in SP layer,120,48,306
13214,Pyr in SP layer,272,640,306
13215,Pyr in SP layer,248,80,290
13216,Pyr in SP layer,192,416,314
13217,Pyr in SP layer,16,736,314
13218,Pyr in SP layer,32,688,306
13219,Pyr in SP layer,200,40,306
13220,Pyr in SP layer,128,848,306
13221,Pyr in SP layer,152,8,314
13222,Pyr in SP layer,264,288,322
13223,Pyr in SP layer,32,720,298
13224,Pyr in SP layer,104,576,322
13225,Pyr in SP layer,328,704,322
13226,Pyr in SP layer,224,968,306
13227,Pyr in SP layer,56,968,314
13228,Pyr in SP layer,0,1000,314
13229,Pyr in SP layer,152,456,314
13230,Pyr in SP layer,296,472,306
13231,Pyr in SP layer,344,152,290
13232,Pyr in SP layer,256,400,290
13233,Pyr in SP layer,48,0,290
13234,Pyr in SP layer,304,368,290
13235,Pyr in SP layer,264,944,298
13236,Pyr in SP layer,208,704,290
13237,Pyr in SP layer,312,488,306
13238,Pyr in SP layer,144,872,306
13239,Pyr in SP layer,224,832,314
13240,Pyr in SP layer,240,296,322
13241,Pyr in SP layer,144,1000,314
13242,Pyr in SP layer,352,840,306
13243,Pyr in SP layer,304,744,322
13244,Pyr in SP layer,288,264,306
13245,Pyr in SP layer,400,272,314
13246,Pyr in SP layer,344,888,298
13247,Pyr in SP layer,72,264,322
13248,Pyr in SP layer,256,784,314
13249,Pyr in SP layer,208,696,322
13250,Pyr in SP layer,48,512,298
13251,Pyr in SP layer,0,664,306
13252,Pyr in SP layer,200,176,298
13253,Pyr in SP layer,168,104,314
13254,Pyr in SP layer,400,424,322
13255,Pyr in SP layer,144,264,314
13256,Pyr in SP layer,0,176,322
13257,Pyr in SP layer,392,968,306
13258,Pyr in SP layer,336,912,298
13259,Pyr in SP layer,200,160,322
13260,Pyr in SP layer,152,864,298
13261,Pyr in SP layer,360,8,290
13262,Pyr in SP layer,112,328,314
13263,Pyr in SP layer,216,736,298
13264,Pyr in SP layer,192,480,322
13265,Pyr in SP layer,24,200,290
13266,Pyr in SP layer,40,472,314
13267,Pyr in SP layer,296,360,298
13268,Pyr in SP layer,144,208,314
13269,Pyr in SP layer,48,936,306
13270,Pyr in SP layer,120,168,298
13271,Pyr in SP layer,40,440,306
13272,Pyr in SP layer,336,888,290
13273,Pyr in SP layer,72,744,322
13274,Pyr in SP layer,288,992,322
13275,Pyr in SP layer,248,968,314
13276,Pyr in SP layer,344,72,298
13277,Pyr in SP layer,24,504,290
13278,Pyr in SP layer,392,680,306
13279,Pyr in SP layer,392,528,314
13280,Pyr in SP layer,224,944,322
13281,Pyr in SP layer,384,640,314
13282,Pyr in SP layer,336,328,322
13283,Pyr in SP layer,344,592,314
13284,Pyr in SP layer,64,800,290
13285,Pyr in SP layer,80,680,290
13286,Pyr in SP layer,288,480,314
